Id_Passageiro,Sobrevivente,Tipo_Bilhete,Nome,Sexo,Idade,Qtd_Irmaos_Conjuges,Qtd_Pais_filhos,Num_Bilhete,Tarifa_Passageiro,Num_Cabine,Porto_de_Embarque
223,Não,3ª Classe,"Green, Mr. George Henry",Masculino,51,0,0,21440,8.05,,Southampton
224,Não,3ª Classe,"Nenkoff, Mr. Christo",Masculino,28,0,0,349234,7.8958,,Southampton
225,Sim,1ª Classe,"Hoyt, Mr. Frederick Maxfield",Masculino,38,1,0,19943,90.0,C93,Southampton
226,Não,3ª Classe,"Berglund, Mr. Karl Ivar Sven",Masculino,22,0,0,PP 4348,9.35,,Southampton
227,Sim,2ª Classe,"Mellors, Mr. William John",Masculino,19,0,0,SW/PP 751,10.5,,Southampton
228,Não,3ª Classe,"Lovell, Mr. John Hall (""Henry"")",Masculino,20,0,0,A/5 21173,7.25,,Southampton
229,Não,2ª Classe,"Fahlstrom, Mr. Arne Jonas",Masculino,18,0,0,236171,13.0,,Southampton
230,Não,3ª Classe,"Lefebre, Miss. Mathilde",Feminino,28,3,1,4133,25.4667,,Southampton
231,Sim,1ª Classe,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",Feminino,35,1,0,36973,83.475,C83,Southampton
232,Não,3ª Classe,"Larsson, Mr. Bengt Edvin",Masculino,29,0,0,347067,7.775,,Southampton
233,Não,2ª Classe,"Sjostedt, Mr. Ernst Adolf",Masculino,59,0,0,237442,13.5,,Southampton
234,Sim,3ª Classe,"Asplund, Miss. Lillian Gertrud",Feminino,5,4,2,347077,31.3875,,Southampton
235,Não,2ª Classe,"Leyson, Mr. Robert William Norman",Masculino,24,0,0,C.A. 29566,10.5,,Southampton
236,Não,3ª Classe,"Harknett, Miss. Alice Phoebe",Feminino,28,0,0,W./C. 6609,7.55,,Southampton
237,Não,2ª Classe,"Hold, Mr. Stephen",Masculino,44,1,0,26707,26.0,,Southampton
238,Sim,2ª Classe,"Collyer, Miss. Marjorie ""Lottie""",Feminino,8,0,2,C.A. 31921,26.25,,Southampton
239,Não,2ª Classe,"Pengelly, Mr. Frederick William",Masculino,19,0,0,28665,10.5,,Southampton
240,Não,2ª Classe,"Hunt, Mr. George Henry",Masculino,33,0,0,SCO/W 1585,12.275,,Southampton
241,Não,3ª Classe,"Zabour, Miss. Thamine",Feminino,28,1,0,2665,14.4542,,Cherbourg
242,Sim,3ª Classe,"Murphy, Miss. Katherine ""Kate""",Feminino,28,1,0,367230,15.5,,Queenstown
243,Não,2ª Classe,"Coleridge, Mr. Reginald Charles",Masculino,29,0,0,W./C. 14263,10.5,,Southampton
244,Não,3ª Classe,"Maenpaa, Mr. Matti Alexanteri",Masculino,22,0,0,STON/O 2. 3101275,7.125,,Southampton
245,Não,3ª Classe,"Attalah, Mr. Sleiman",Masculino,30,0,0,2694,7.225,,Cherbourg
246,Não,1ª Classe,"Minahan, Dr. William Edward",Masculino,44,2,0,19928,90.0,C78,Queenstown
247,Não,3ª Classe,"Lindahl, Miss. Agda Thorilda Viktoria",Feminino,25,0,0,347071,7.775,,Southampton
248,Sim,2ª Classe,"Hamalainen, Mrs. William (Anna)",Feminino,24,0,2,250649,14.5,,Southampton
249,Sim,1ª Classe,"Beckwith, Mr. Richard Leonard",Masculino,37,1,1,11751,52.5542,D35,Southampton
250,Não,2ª Classe,"Carter, Rev. Ernest Courtenay",Masculino,54,1,0,244252,26.0,,Southampton
251,Não,3ª Classe,"Reed, Mr. James George",Masculino,28,0,0,362316,7.25,,Southampton
252,Não,3ª Classe,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",Feminino,29,1,1,347054,10.4625,G6,Southampton
253,Não,1ª Classe,"Stead, Mr. William Thomas",Masculino,62,0,0,113514,26.55,C87,Southampton
254,Não,3ª Classe,"Lobb, Mr. William Arthur",Masculino,30,1,0,A/5. 3336,16.1,,Southampton
255,Não,3ª Classe,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",Feminino,41,0,2,370129,20.2125,,Southampton
256,Sim,3ª Classe,"Touma, Mrs. Darwis (Hanne Youssef Razi)",Feminino,29,0,2,2650,15.2458,,Cherbourg
257,Sim,1ª Classe,"Thorne, Mrs. Gertrude Maybelle",Feminino,28,0,0,PC 17585,79.2,,Cherbourg
258,Sim,1ª Classe,"Cherry, Miss. Gladys",Feminino,30,0,0,110152,86.5,B77,Southampton
259,Sim,1ª Classe,"Ward, Miss. Anna",Feminino,35,0,0,PC 17755,512.3292,,Cherbourg
260,Sim,2ª Classe,"Parrish, Mrs. (Lutie Davis)",Feminino,50,0,1,230433,26.0,,Southampton
261,Não,3ª Classe,"Smith, Mr. Thomas",Masculino,28,0,0,384461,7.75,,Queenstown
262,Sim,3ª Classe,"Asplund, Master. Edvin Rojj Felix",Masculino,3,4,2,347077,31.3875,,Southampton
263,Não,1ª Classe,"Taussig, Mr. Emil",Masculino,52,1,1,110413,79.65,E67,Southampton
264,Não,1ª Classe,"Harrison, Mr. William",Masculino,40,0,0,112059,0.0,B94,Southampton
265,Não,3ª Classe,"Henry, Miss. Delia",Feminino,28,0,0,382649,7.75,,Queenstown
266,Não,2ª Classe,"Reeves, Mr. David",Masculino,36,0,0,C.A. 17248,10.5,,Southampton
267,Não,3ª Classe,"Panula, Mr. Ernesti Arvid",Masculino,16,4,1,3101295,39.6875,,Southampton
268,Sim,3ª Classe,"Persson, Mr. Ernst Ulrik",Masculino,25,1,0,347083,7.775,,Southampton
269,Sim,1ª Classe,"Graham, Mrs. William Thompson (Edith Junkins)",Feminino,58,0,1,PC 17582,153.4625,C125,Southampton
270,Sim,1ª Classe,"Bissette, Miss. Amelia",Feminino,35,0,0,PC 17760,135.6333,C99,Southampton
271,Não,1ª Classe,"Cairns, Mr. Alexander",Masculino,28,0,0,113798,31.0,,Southampton
272,Sim,3ª Classe,"Tornquist, Mr. William Henry",Masculino,25,0,0,LINE,0.0,,Southampton
273,Sim,2ª Classe,"Mellinger, Mrs. (Elizabeth Anne Maidment)",Feminino,41,0,1,250644,19.5,,Southampton
274,Não,1ª Classe,"Natsch, Mr. Charles H",Masculino,37,0,1,PC 17596,29.7,C118,Cherbourg
275,Sim,3ª Classe,"Healy, Miss. Hanora ""Nora""",Feminino,28,0,0,370375,7.75,,Queenstown
276,Sim,1ª Classe,"Andrews, Miss. Kornelia Theodosia",Feminino,63,1,0,13502,77.9583,D7,Southampton
277,Não,3ª Classe,"Lindblom, Miss. Augusta Charlotta",Feminino,45,0,0,347073,7.75,,Southampton
278,Não,2ª Classe,"Parkes, Mr. Francis ""Frank""",Masculino,28,0,0,239853,0.0,,Southampton
279,Não,3ª Classe,"Rice, Master. Eric",Masculino,7,4,1,382652,29.125,,Queenstown
280,Sim,3ª Classe,"Abbott, Mrs. Stanton (Rosa Hunt)",Feminino,35,1,1,C.A. 2673,20.25,,Southampton
281,Não,3ª Classe,"Duane, Mr. Frank",Masculino,65,0,0,336439,7.75,,Queenstown
282,Não,3ª Classe,"Olsson, Mr. Nils Johan Goransson",Masculino,28,0,0,347464,7.8542,,Southampton
283,Não,3ª Classe,"de Pelsmaeker, Mr. Alfons",Masculino,16,0,0,345778,9.5,,Southampton
284,Sim,3ª Classe,"Dorking, Mr. Edward Arthur",Masculino,19,0,0,A/5. 10482,8.05,,Southampton
285,Não,1ª Classe,"Smith, Mr. Richard William",Masculino,28,0,0,113056,26.0,A19,Southampton
286,Não,3ª Classe,"Stankovic, Mr. Ivan",Masculino,33,0,0,349239,8.6625,,Cherbourg
287,Sim,3ª Classe,"de Mulder, Mr. Theodore",Masculino,30,0,0,345774,9.5,,Southampton
288,Não,3ª Classe,"Naidenoff, Mr. Penko",Masculino,22,0,0,349206,7.8958,,Southampton
289,Sim,2ª Classe,"Hosono, Mr. Masabumi",Masculino,42,0,0,237798,13.0,,Southampton
290,Sim,3ª Classe,"Connolly, Miss. Kate",Feminino,22,0,0,370373,7.75,,Queenstown
291,Sim,1ª Classe,"Barber, Miss. Ellen ""Nellie""",Feminino,26,0,0,19877,78.85,,Southampton
292,Sim,1ª Classe,"Bishop, Mrs. Dickinson H (Helen Walton)",Feminino,19,1,0,11967,91.0792,B49,Cherbourg
293,Não,2ª Classe,"Levy, Mr. Rene Jacques",Masculino,36,0,0,SC/Paris 2163,12.875,D,Cherbourg
294,Não,3ª Classe,"Haas, Miss. Aloisia",Feminino,24,0,0,349236,8.85,,Southampton
295,Não,3ª Classe,"Mineff, Mr. Ivan",Masculino,24,0,0,349233,7.8958,,Southampton
296,Não,1ª Classe,"Lewy, Mr. Ervin G",Masculino,28,0,0,PC 17612,27.7208,,Cherbourg
297,Não,3ª Classe,"Hanna, Mr. Mansour",Masculino,23,0,0,2693,7.2292,,Cherbourg
298,Não,1ª Classe,"Allison, Miss. Helen Loraine",Feminino,2,1,2,113781,151.55,C22 C26,Southampton
299,Sim,1ª Classe,"Saalfeld, Mr. Adolphe",Masculino,28,0,0,19988,30.5,C106,Southampton
300,Sim,1ª Classe,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",Feminino,50,0,1,PC 17558,247.5208,B58 B60,Cherbourg
301,Sim,3ª Classe,"Kelly, Miss. Anna Katherine ""Annie Kate""",Feminino,28,0,0,9234,7.75,,Queenstown
302,Sim,3ª Classe,"McCoy, Mr. Bernard",Masculino,28,2,0,367226,23.25,,Queenstown
303,Não,3ª Classe,"Johnson, Mr. William Cahoone Jr",Masculino,19,0,0,LINE,0.0,,Southampton
304,Sim,2ª Classe,"Keane, Miss. Nora A",Feminino,28,0,0,226593,12.35,E101,Queenstown
305,Não,3ª Classe,"Williams, Mr. Howard Hugh ""Harry""",Masculino,28,0,0,A/5 2466,8.05,,Southampton
306,Sim,1ª Classe,"Allison, Master. Hudson Trevor",Masculino,0,1,2,113781,151.55,C22 C26,Southampton
307,Sim,1ª Classe,"Fleming, Miss. Margaret",Feminino,28,0,0,17421,110.8833,,Cherbourg
308,Sim,1ª Classe,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",Feminino,17,1,0,PC 17758,108.9,C65,Cherbourg
309,Não,2ª Classe,"Abelson, Mr. Samuel",Masculino,30,1,0,P/PP 3381,24.0,,Cherbourg
310,Sim,1ª Classe,"Francatelli, Miss. Laura Mabel",Feminino,30,0,0,PC 17485,56.9292,E36,Cherbourg
311,Sim,1ª Classe,"Hays, Miss. Margaret Bechstein",Feminino,24,0,0,11767,83.1583,C54,Cherbourg
312,Sim,1ª Classe,"Ryerson, Miss. Emily Borie",Feminino,18,2,2,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
313,Não,2ª Classe,"Lahtinen, Mrs. William (Anna Sylfven)",Feminino,26,1,1,250651,26.0,,Southampton
314,Não,3ª Classe,"Hendekovic, Mr. Ignjac",Masculino,28,0,0,349243,7.8958,,Southampton
315,Não,2ª Classe,"Hart, Mr. Benjamin",Masculino,43,1,1,F.C.C. 13529,26.25,,Southampton
316,Sim,3ª Classe,"Nilsson, Miss. Helmina Josefina",Feminino,26,0,0,347470,7.8542,,Southampton
317,Sim,2ª Classe,"Kantor, Mrs. Sinai (Miriam Sternin)",Feminino,24,1,0,244367,26.0,,Southampton
318,Não,2ª Classe,"Moraweck, Dr. Ernest",Masculino,54,0,0,29011,14.0,,Southampton
319,Sim,1ª Classe,"Wick, Miss. Mary Natalie",Feminino,31,0,2,36928,164.8667,C7,Southampton
320,Sim,1ª Classe,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",Feminino,40,1,1,16966,134.5,E34,Cherbourg
321,Não,3ª Classe,"Dennis, Mr. Samuel",Masculino,22,0,0,A/5 21172,7.25,,Southampton
322,Não,3ª Classe,"Danoff, Mr. Yoto",Masculino,27,0,0,349219,7.8958,,Southampton
323,Sim,2ª Classe,"Slayter, Miss. Hilda Mary",Feminino,30,0,0,234818,12.35,,Queenstown
324,Sim,2ª Classe,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Feminino,22,1,1,248738,29.0,,Southampton
325,Não,3ª Classe,"Sage, Mr. George John Jr",Masculino,28,8,2,CA. 2343,69.55,,Southampton
326,Sim,1ª Classe,"Young, Miss. Marie Grice",Feminino,36,0,0,PC 17760,135.6333,C32,Cherbourg
327,Não,3ª Classe,"Nysveen, Mr. Johan Hansen",Masculino,61,0,0,345364,6.2375,,Southampton
328,Sim,2ª Classe,"Ball, Mrs. (Ada E Hall)",Feminino,36,0,0,28551,13.0,D,Southampton
329,Sim,3ª Classe,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Feminino,31,1,1,363291,20.525,,Southampton
330,Sim,1ª Classe,"Hippach, Miss. Jean Gertrude",Feminino,16,0,1,111361,57.9792,B18,Cherbourg
331,Sim,3ª Classe,"McCoy, Miss. Agnes",Feminino,28,2,0,367226,23.25,,Queenstown
332,Não,1ª Classe,"Partner, Mr. Austen",Masculino,45,0,0,113043,28.5,C124,Southampton
333,Não,1ª Classe,"Graham, Mr. George Edward",Masculino,38,0,1,PC 17582,153.4625,C91,Southampton
334,Não,3ª Classe,"Vander Planke, Mr. Leo Edmondus",Masculino,16,2,0,345764,18.0,,Southampton
335,Sim,1ª Classe,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",Feminino,28,1,0,PC 17611,133.65,,Southampton
336,Não,3ª Classe,"Denkoff, Mr. Mitto",Masculino,28,0,0,349225,7.8958,,Southampton
337,Não,1ª Classe,"Pears, Mr. Thomas Clinton",Masculino,29,1,0,113776,66.6,C2,Southampton
338,Sim,1ª Classe,"Burns, Miss. Elizabeth Margaret",Feminino,41,0,0,16966,134.5,E40,Cherbourg
339,Sim,3ª Classe,"Dahl, Mr. Karl Edwart",Masculino,45,0,0,7598,8.05,,Southampton
340,Não,1ª Classe,"Blackwell, Mr. Stephen Weart",Masculino,45,0,0,113784,35.5,T,Southampton
341,Sim,2ª Classe,"Navratil, Master. Edmond Roger",Masculino,2,1,1,230080,26.0,F2,Southampton
342,Sim,1ª Classe,"Fortune, Miss. Alice Elizabeth",Feminino,24,3,2,19950,263.0,C23 C25 C27,Southampton
343,Não,2ª Classe,"Collander, Mr. Erik Gustaf",Masculino,28,0,0,248740,13.0,,Southampton
344,Não,2ª Classe,"Sedgwick, Mr. Charles Frederick Waddington",Masculino,25,0,0,244361,13.0,,Southampton
345,Não,2ª Classe,"Fox, Mr. Stanley Hubert",Masculino,36,0,0,229236,13.0,,Southampton
346,Sim,2ª Classe,"Brown, Miss. Amelia ""Mildred""",Feminino,24,0,0,248733,13.0,F33,Southampton
347,Sim,2ª Classe,"Smith, Miss. Marion Elsie",Feminino,40,0,0,31418,13.0,,Southampton
348,Sim,3ª Classe,"Davison, Mrs. Thomas Henry (Mary E Finck)",Feminino,28,1,0,386525,16.1,,Southampton
349,Sim,3ª Classe,"Coutts, Master. William Loch ""William""",Masculino,3,1,1,C.A. 37671,15.9,,Southampton
350,Não,3ª Classe,"Dimic, Mr. Jovan",Masculino,42,0,0,315088,8.6625,,Southampton
351,Não,3ª Classe,"Odahl, Mr. Nils Martin",Masculino,23,0,0,7267,9.225,,Southampton
352,Não,1ª Classe,"Williams-Lambert, Mr. Fletcher Fellows",Masculino,28,0,0,113510,35.0,C128,Southampton
353,Não,3ª Classe,"Elias, Mr. Tannous",Masculino,15,1,1,2695,7.2292,,Cherbourg
354,Não,3ª Classe,"Arnold-Franchi, Mr. Josef",Masculino,25,1,0,349237,17.8,,Southampton
355,Não,3ª Classe,"Yousif, Mr. Wazli",Masculino,28,0,0,2647,7.225,,Cherbourg
356,Não,3ª Classe,"Vanden Steen, Mr. Leo Peter",Masculino,28,0,0,345783,9.5,,Southampton
357,Sim,1ª Classe,"Bowerman, Miss. Elsie Edith",Feminino,22,0,1,113505,55.0,E33,Southampton
358,Não,2ª Classe,"Funk, Miss. Annie Clemmer",Feminino,38,0,0,237671,13.0,,Southampton
359,Sim,3ª Classe,"McGovern, Miss. Mary",Feminino,28,0,0,330931,7.8792,,Queenstown
360,Sim,3ª Classe,"Mockler, Miss. Helen Mary ""Ellie""",Feminino,28,0,0,330980,7.8792,,Queenstown
361,Não,3ª Classe,"Skoog, Mr. Wilhelm",Masculino,40,1,4,347088,27.9,,Southampton
362,Não,2ª Classe,"del Carlo, Mr. Sebastiano",Masculino,29,1,0,SC/PARIS 2167,27.7208,,Cherbourg
363,Não,3ª Classe,"Barbara, Mrs. (Catherine David)",Feminino,45,0,1,2691,14.4542,,Cherbourg
364,Não,3ª Classe,"Asim, Mr. Adola",Masculino,35,0,0,SOTON/O.Q. 3101310,7.05,,Southampton
365,Não,3ª Classe,"O'Brien, Mr. Thomas",Masculino,28,1,0,370365,15.5,,Queenstown
366,Não,3ª Classe,"Adahl, Mr. Mauritz Nils Martin",Masculino,30,0,0,C 7076,7.25,,Southampton
367,Sim,1ª Classe,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",Feminino,60,1,0,110813,75.25,D37,Cherbourg
368,Sim,3ª Classe,"Moussa, Mrs. (Mantoura Boulos)",Feminino,28,0,0,2626,7.2292,,Cherbourg
369,Sim,3ª Classe,"Jermyn, Miss. Annie",Feminino,28,0,0,14313,7.75,,Queenstown
370,Sim,1ª Classe,"Aubart, Mme. Leontine Pauline",Feminino,24,0,0,PC 17477,69.3,B35,Cherbourg
371,Sim,1ª Classe,"Harder, Mr. George Achilles",Masculino,25,1,0,11765,55.4417,E50,Cherbourg
372,Não,3ª Classe,"Wiklund, Mr. Jakob Alfred",Masculino,18,1,0,3101267,6.4958,,Southampton
373,Não,3ª Classe,"Beavan, Mr. William Thomas",Masculino,19,0,0,323951,8.05,,Southampton
374,Não,1ª Classe,"Ringhini, Mr. Sante",Masculino,22,0,0,PC 17760,135.6333,,Cherbourg
375,Não,3ª Classe,"Palsson, Miss. Stina Viola",Feminino,3,3,1,349909,21.075,,Southampton
376,Sim,1ª Classe,"Meyer, Mrs. Edgar Joseph (Leila Saks)",Feminino,28,1,0,PC 17604,82.1708,,Cherbourg
377,Sim,3ª Classe,"Landergren, Miss. Aurora Adelia",Feminino,22,0,0,C 7077,7.25,,Southampton
378,Não,1ª Classe,"Widener, Mr. Harry Elkins",Masculino,27,0,2,113503,211.5,C82,Cherbourg
379,Não,3ª Classe,"Betros, Mr. Tannous",Masculino,20,0,0,2648,4.0125,,Cherbourg
380,Não,3ª Classe,"Gustafsson, Mr. Karl Gideon",Masculino,19,0,0,347069,7.775,,Southampton
381,Sim,1ª Classe,"Bidois, Miss. Rosalie",Feminino,42,0,0,PC 17757,227.525,,Cherbourg
382,Sim,3ª Classe,"Nakid, Miss. Maria (""Mary"")",Feminino,1,0,2,2653,15.7417,,Cherbourg
383,Não,3ª Classe,"Tikkanen, Mr. Juho",Masculino,32,0,0,STON/O 2. 3101293,7.925,,Southampton
384,Sim,1ª Classe,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",Feminino,35,1,0,113789,52.0,,Southampton
385,Não,3ª Classe,"Plotcharsky, Mr. Vasil",Masculino,28,0,0,349227,7.8958,,Southampton
386,Não,2ª Classe,"Davies, Mr. Charles Henry",Masculino,18,0,0,S.O.C. 14879,73.5,,Southampton
387,Não,3ª Classe,"Goodwin, Master. Sidney Leonard",Masculino,1,5,2,CA 2144,46.9,,Southampton
388,Sim,2ª Classe,"Buss, Miss. Kate",Feminino,36,0,0,27849,13.0,,Southampton
389,Não,3ª Classe,"Sadlier, Mr. Matthew",Masculino,28,0,0,367655,7.7292,,Queenstown
390,Sim,2ª Classe,"Lehmann, Miss. Bertha",Feminino,17,0,0,SC 1748,12.0,,Cherbourg
391,Sim,1ª Classe,"Carter, Mr. William Ernest",Masculino,36,1,2,113760,120.0,B96 B98,Southampton
392,Sim,3ª Classe,"Jansson, Mr. Carl Olof",Masculino,21,0,0,350034,7.7958,,Southampton
393,Não,3ª Classe,"Gustafsson, Mr. Johan Birger",Masculino,28,2,0,3101277,7.925,,Southampton
394,Sim,1ª Classe,"Newell, Miss. Marjorie",Feminino,23,1,0,35273,113.275,D36,Cherbourg
395,Sim,3ª Classe,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Feminino,24,0,2,PP 9549,16.7,G6,Southampton
396,Não,3ª Classe,"Johansson, Mr. Erik",Masculino,22,0,0,350052,7.7958,,Southampton
397,Não,3ª Classe,"Olsson, Miss. Elina",Feminino,31,0,0,350407,7.8542,,Southampton
398,Não,2ª Classe,"McKane, Mr. Peter David",Masculino,46,0,0,28403,26.0,,Southampton
399,Não,2ª Classe,"Pain, Dr. Alfred",Masculino,23,0,0,244278,10.5,,Southampton
400,Sim,2ª Classe,"Trout, Mrs. William H (Jessie L)",Feminino,28,0,0,240929,12.65,,Southampton
401,Sim,3ª Classe,"Niskanen, Mr. Juha",Masculino,39,0,0,STON/O 2. 3101289,7.925,,Southampton
402,Não,3ª Classe,"Adams, Mr. John",Masculino,26,0,0,341826,8.05,,Southampton
403,Não,3ª Classe,"Jussila, Miss. Mari Aina",Feminino,21,1,0,4137,9.825,,Southampton
404,Não,3ª Classe,"Hakkarainen, Mr. Pekka Pietari",Masculino,28,1,0,STON/O2. 3101279,15.85,,Southampton
405,Não,3ª Classe,"Oreskovic, Miss. Marija",Feminino,20,0,0,315096,8.6625,,Southampton
406,Não,2ª Classe,"Gale, Mr. Shadrach",Masculino,34,1,0,28664,21.0,,Southampton
407,Não,3ª Classe,"Widegren, Mr. Carl/Charles Peter",Masculino,51,0,0,347064,7.75,,Southampton
408,Sim,2ª Classe,"Richards, Master. William Rowe",Masculino,3,1,1,29106,18.75,,Southampton
409,Não,3ª Classe,"Birkeland, Mr. Hans Martin Monsen",Masculino,21,0,0,312992,7.775,,Southampton
410,Não,3ª Classe,"Lefebre, Miss. Ida",Feminino,28,3,1,4133,25.4667,,Southampton
411,Não,3ª Classe,"Sdycoff, Mr. Todor",Masculino,28,0,0,349222,7.8958,,Southampton
412,Não,3ª Classe,"Hart, Mr. Henry",Masculino,28,0,0,394140,6.8583,,Queenstown
413,Sim,1ª Classe,"Minahan, Miss. Daisy E",Feminino,33,1,0,19928,90.0,C78,Queenstown
414,Não,2ª Classe,"Cunningham, Mr. Alfred Fleming",Masculino,28,0,0,239853,0.0,,Southampton
415,Sim,3ª Classe,"Sundman, Mr. Johan Julian",Masculino,44,0,0,STON/O 2. 3101269,7.925,,Southampton
416,Não,3ª Classe,"Meek, Mrs. Thomas (Annie Louise Rowley)",Feminino,28,0,0,343095,8.05,,Southampton
417,Sim,2ª Classe,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",Feminino,34,1,1,28220,32.5,,Southampton
418,Sim,2ª Classe,"Silven, Miss. Lyyli Karoliina",Feminino,18,0,2,250652,13.0,,Southampton
419,Não,2ª Classe,"Matthews, Mr. William John",Masculino,30,0,0,28228,13.0,,Southampton
420,Não,3ª Classe,"Van Impe, Miss. Catharina",Feminino,10,0,2,345773,24.15,,Southampton
421,Não,3ª Classe,"Gheorgheff, Mr. Stanio",Masculino,28,0,0,349254,7.8958,,Cherbourg
422,Não,3ª Classe,"Charters, Mr. David",Masculino,21,0,0,A/5. 13032,7.7333,,Queenstown
423,Não,3ª Classe,"Zimmerman, Mr. Leo",Masculino,29,0,0,315082,7.875,,Southampton
424,Não,3ª Classe,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Feminino,28,1,1,347080,14.4,,Southampton
425,Não,3ª Classe,"Rosblom, Mr. Viktor Richard",Masculino,18,1,1,370129,20.2125,,Southampton
426,Não,3ª Classe,"Wiseman, Mr. Phillippe",Masculino,28,0,0,A/4. 34244,7.25,,Southampton
427,Sim,2ª Classe,"Clarke, Mrs. Charles V (Ada Maria Winfield)",Feminino,28,1,0,2003,26.0,,Southampton
428,Sim,2ª Classe,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Feminino,19,0,0,250655,26.0,,Southampton
429,Não,3ª Classe,"Flynn, Mr. James",Masculino,28,0,0,364851,7.75,,Queenstown
430,Sim,3ª Classe,"Pickard, Mr. Berk (Berk Trembisky)",Masculino,32,0,0,SOTON/O.Q. 392078,8.05,E10,Southampton
431,Sim,1ª Classe,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",Masculino,28,0,0,110564,26.55,C52,Southampton
432,Sim,3ª Classe,"Thorneycroft, Mrs. Percival (Florence Kate White)",Feminino,28,1,0,376564,16.1,,Southampton
433,Sim,2ª Classe,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",Feminino,42,1,0,SC/AH 3085,26.0,,Southampton
434,Não,3ª Classe,"Kallio, Mr. Nikolai Erland",Masculino,17,0,0,STON/O 2. 3101274,7.125,,Southampton
435,Não,1ª Classe,"Silvey, Mr. William Baird",Masculino,50,1,0,13507,55.9,E44,Southampton
436,Sim,1ª Classe,"Carter, Miss. Lucile Polk",Feminino,14,1,2,113760,120.0,B96 B98,Southampton
437,Não,3ª Classe,"Ford, Miss. Doolina Margaret ""Daisy""",Feminino,21,2,2,W./C. 6608,34.375,,Southampton
438,Sim,2ª Classe,"Richards, Mrs. Sidney (Emily Hocking)",Feminino,24,2,3,29106,18.75,,Southampton
439,Não,1ª Classe,"Fortune, Mr. Mark",Masculino,64,1,4,19950,263.0,C23 C25 C27,Southampton
440,Não,2ª Classe,"Kvillner, Mr. Johan Henrik Johannesson",Masculino,31,0,0,C.A. 18723,10.5,,Southampton
441,Sim,2ª Classe,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",Feminino,45,1,1,F.C.C. 13529,26.25,,Southampton
442,Não,3ª Classe,"Hampe, Mr. Leon",Masculino,20,0,0,345769,9.5,,Southampton
443,Não,3ª Classe,"Petterson, Mr. Johan Emil",Masculino,25,1,0,347076,7.775,,Southampton
